id_kks,value,session_date,session_id,cycle_id,tm_update
16,-121.648,2020-05-28-16:06:45,6623,119,1590671330.43872
17,-0.000166016,2020-05-28-16:06:45,6623,119,1590671330.44361
18,8.30078e-05,2020-05-28-16:06:45,6623,119,1590671330.44776
19,0.000239258,2020-05-28-16:06:45,6623,119,1590671330.45173
20,-7.8125e-05,2020-05-28-16:06:45,6623,119,1590671330.45565
9,1.56156e-39,2020-05-28-16:06:45,6623,120,1590671331.46199
10,1.56228e-39,2020-05-28-16:06:45,6623,120,1590671331.47842
11,1.563e-39,2020-05-28-16:06:45,6623,120,1590671331.48271
12,1.56371e-39,2020-05-28-16:06:45,6623,120,1590671331.487
13,-107501.0,2020-05-28-16:06:45,6623,120,1590671331.49188
14,-125.665,2020-05-28-16:06:45,6623,120,1590671331.49629
15,-110.429,2020-05-28-16:06:45,6623,120,1590671331.50075
16,-121.646,2020-05-28-16:06:45,6623,120,1590671331.50501
17,-0.00019043,2020-05-28-16:06:45,6623,120,1590671331.51026
18,9.27735e-05,2020-05-28-16:06:45,6623,120,1590671331.51471
19,0.00019043,2020-05-28-16:06:45,6623,120,1590671331.51884
20,0.000126953,2020-05-28-16:06:45,6623,120,1590671331.52302
9,1.56156e-39,2020-05-28-16:06:45,6623,121,1590671332.52983
10,1.56228e-39,2020-05-28-16:06:45,6623,121,1590671332.54642
11,1.563e-39,2020-05-28-16:06:45,6623,121,1590671332.5508
12,1.56371e-39,2020-05-28-16:06:45,6623,121,1590671332.55527
13,-107500.0,2020-05-28-16:06:45,6623,121,1590671332.56014
14,-125.651,2020-05-28-16:06:45,6623,121,1590671332.56463
15,-110.428,2020-05-28-16:06:45,6623,121,1590671332.56908
16,-121.641,2020-05-28-16:06:45,6623,121,1590671332.57356
17,0.000175781,2020-05-28-16:06:45,6623,121,1590671332.57903
18,2.92969e-05,2020-05-28-16:06:45,6623,121,1590671332.58356
19,-3.41797e-05,2020-05-28-16:06:45,6623,121,1590671332.58797
20,6.83594e-05,2020-05-28-16:06:45,6623,121,1590671332.59245
9,1.56156e-39,2020-05-28-16:06:45,6623,122,1590671333.59953
10,1.56228e-39,2020-05-28-16:06:45,6623,122,1590671333.61612
11,1.563e-39,2020-05-28-16:06:45,6623,122,1590671333.62058
12,1.56371e-39,2020-05-28-16:06:45,6623,122,1590671333.62498
13,-107499.0,2020-05-28-16:06:45,6623,122,1590671333.62993
14,-125.656,2020-05-28-16:06:45,6623,122,1590671333.63455
15,-110.431,2020-05-28-16:06:45,6623,122,1590671333.63912
16,-121.646,2020-05-28-16:06:45,6623,122,1590671333.64369
17,-0.000175781,2020-05-28-16:06:45,6623,122,1590671333.64875
18,0.00012207,2020-05-28-16:06:45,6623,122,1590671333.65311
19,2.44141e-05,2020-05-28-16:06:45,6623,122,1590671333.65713
20,9.76563e-06,2020-05-28-16:06:45,6623,122,1590671333.66116
9,1.56156e-39,2020-05-28-16:06:45,6623,123,1590671334.66757
10,1.56228e-39,2020-05-28-16:06:45,6623,123,1590671334.68295
11,1.563e-39,2020-05-28-16:06:45,6623,123,1590671334.68856
12,1.56371e-39,2020-05-28-16:06:45,6623,123,1590671334.69078
13,-107501.0,2020-05-28-16:06:45,6623,123,1590671334.69358
14,-125.654,2020-05-28-16:06:45,6623,123,1590671334.69595
15,-110.425,2020-05-28-16:06:45,6623,123,1590671334.69836
16,-121.645,2020-05-28-16:06:45,6623,123,1590671334.70246
17,-0.000268555,2020-05-28-16:06:45,6623,123,1590671334.70638
18,-2.44141e-05,2020-05-28-16:06:45,6623,123,1590671334.70912
19,9.76563e-05,2020-05-28-16:06:45,6623,123,1590671334.71201
20,-4.88281e-06,2020-05-28-16:06:45,6623,123,1590671334.71487
9,1.56156e-39,2020-05-28-16:06:45,6623,124,1590671335.71986
10,1.56228e-39,2020-05-28-16:06:45,6623,124,1590671335.72599
11,1.563e-39,2020-05-28-16:06:45,6623,124,1590671335.72879
12,1.56371e-39,2020-05-28-16:06:45,6623,124,1590671335.73189
13,-107503.0,2020-05-28-16:06:45,6623,124,1590671335.73595
14,-125.656,2020-05-28-16:06:45,6623,124,1590671335.73856
15,-110.428,2020-05-28-16:06:45,6623,124,1590671335.741
16,-121.648,2020-05-28-16:06:45,6623,124,1590671335.74324
17,-0.000380859,2020-05-28-16:06:45,6623,124,1590671335.74693
18,-1.95313e-05,2020-05-28-16:06:45,6623,124,1590671335.74928
19,0.000161133,2020-05-28-16:06:45,6623,124,1590671335.75174
20,4.88281e-05,2020-05-28-16:06:45,6623,124,1590671335.7541
9,1.56156e-39,2020-05-28-16:06:45,6623,125,1590671336.75881
10,1.56228e-39,2020-05-28-16:06:45,6623,125,1590671336.77365
11,1.563e-39,2020-05-28-16:06:45,6623,125,1590671336.77638
12,1.56371e-39,2020-05-28-16:06:45,6623,125,1590671336.77913
13,-107505.0,2020-05-28-16:06:45,6623,125,1590671336.782
14,-125.661,2020-05-28-16:06:45,6623,125,1590671336.78416
15,-110.431,2020-05-28-16:06:45,6623,125,1590671336.78627
16,-121.647,2020-05-28-16:06:45,6623,125,1590671336.78836
17,-0.000141602,2020-05-28-16:06:45,6623,125,1590671336.79107
18,-9.76563e-06,2020-05-28-16:06:45,6623,125,1590671336.7932
19,3.41797e-05,2020-05-28-16:06:45,6623,125,1590671336.79534
20,0.000112305,2020-05-28-16:06:45,6623,125,1590671336.79779
9,1.56156e-39,2020-05-28-16:06:45,6623,126,1590671337.80237
10,1.56228e-39,2020-05-28-16:06:45,6623,126,1590671337.81741
11,1.563e-39,2020-05-28-16:06:45,6623,126,1590671337.81979
12,1.56371e-39,2020-05-28-16:06:45,6623,126,1590671337.822
13,-107501.0,2020-05-28-16:06:45,6623,126,1590671337.82457
14,-125.662,2020-05-28-16:06:45,6623,126,1590671337.82706
15,-110.425,2020-05-28-16:06:45,6623,126,1590671337.82936
16,-121.642,2020-05-28-16:06:45,6623,126,1590671337.83158
17,-8.30078e-05,2020-05-28-16:06:45,6623,126,1590671337.83448
18,0.000141602,2020-05-28-16:06:45,6623,126,1590671337.83695
19,0.000239258,2020-05-28-16:06:45,6623,126,1590671337.8392
20,-7.8125e-05,2020-05-28-16:06:45,6623,126,1590671337.84137
9,1.56156e-39,2020-05-28-16:06:45,6623,127,1590671338.8458
10,1.56228e-39,2020-05-28-16:06:45,6623,127,1590671338.85218
11,1.563e-39,2020-05-28-16:06:45,6623,127,1590671338.85625
12,1.56371e-39,2020-05-28-16:06:45,6623,127,1590671338.86092
13,-107500.0,2020-05-28-16:06:45,6623,127,1590671338.868
14,-125.669,2020-05-28-16:06:45,6623,127,1590671338.87254
15,-110.428,2020-05-28-16:06:45,6623,127,1590671338.87658
16,-121.644,2020-05-28-16:06:45,6623,127,1590671338.88057
17,-0.000141602,2020-05-28-16:06:45,6623,127,1590671338.88537
18,4.88281e-05,2020-05-28-16:06:45,6623,127,1590671338.88965
19,0.000161133,2020-05-28-16:06:45,6623,127,1590671338.89403
20,0.000205078,2020-05-28-16:06:45,6623,127,1590671338.89852
9,1.56156e-39,2020-05-28-16:06:45,6623,128,1590671339.90541
10,1.56228e-39,2020-05-28-16:06:45,6623,128,1590671339.9219
11,1.563e-39,2020-05-28-16:06:45,6623,128,1590671339.92634
12,1.56371e-39,2020-05-28-16:06:45,6623,128,1590671339.93077
13,-107498.0,2020-05-28-16:06:45,6623,128,1590671339.93579
14,-125.673,2020-05-28-16:06:45,6623,128,1590671339.9403
15,-110.432,2020-05-28-16:06:45,6623,128,1590671339.94477
16,-121.64,2020-05-28-16:06:45,6623,128,1590671339.94876
17,-0.000292969,2020-05-28-16:06:45,6623,128,1590671339.95338
18,2.44141e-05,2020-05-28-16:06:45,6623,128,1590671339.95761
19,7.8125e-05,2020-05-28-16:06:45,6623,128,1590671339.96196
20,1.46484e-05,2020-05-28-16:06:45,6623,128,1590671339.96624
9,1.56156e-39,2020-05-28-16:06:45,6623,129,1590671340.97324
10,1.56228e-39,2020-05-28-16:06:45,6623,129,1590671340.98966
11,1.563e-39,2020-05-28-16:06:45,6623,129,1590671340.99394
12,1.56371e-39,2020-05-28-16:06:45,6623,129,1590671340.99767
13,-107500.0,2020-05-28-16:06:45,6623,129,1590671341.00182
14,-125.673,2020-05-28-16:06:45,6623,129,1590671341.0056
15,-110.431,2020-05-28-16:06:45,6623,129,1590671341.00927
16,-121.642,2020-05-28-16:06:45,6623,129,1590671341.01289
17,-0.000141602,2020-05-28-16:06:45,6623,129,1590671341.01731
18,4.88281e-05,2020-05-28-16:06:45,6623,129,1590671341.02096
19,0.000136719,2020-05-28-16:06:45,6623,129,1590671341.0246
20,5.85938e-05,2020-05-28-16:06:45,6623,129,1590671341.0283
9,1.56156e-39,2020-05-28-16:06:45,6623,130,1590671342.03424
10,1.56228e-39,2020-05-28-16:06:45,6623,130,1590671342.05091
11,1.563e-39,2020-05-28-16:06:45,6623,130,1590671342.05537
12,1.56371e-39,2020-05-28-16:06:45,6623,130,1590671342.0599
13,-107501.0,2020-05-28-16:06:45,6623,130,1590671342.06479
14,-125.668,2020-05-28-16:06:45,6623,130,1590671342.06961
15,-110.427,2020-05-28-16:06:45,6623,130,1590671342.07413
16,-121.641,2020-05-28-16:06:45,6623,130,1590671342.07872
17,-0.000292969,2020-05-28-16:06:45,6623,130,1590671342.08411
18,1.95313e-05,2020-05-28-16:06:45,6623,130,1590671342.08869
19,0.000175781,2020-05-28-16:06:45,6623,130,1590671342.09318
20,2.44141e-05,2020-05-28-16:06:45,6623,130,1590671342.09739
9,1.56156e-39,2020-05-28-16:06:45,6623,131,1590671343.10345
10,1.56228e-39,2020-05-28-16:06:45,6623,131,1590671343.12023
11,1.563e-39,2020-05-28-16:06:45,6623,131,1590671343.12477
12,1.56371e-39,2020-05-28-16:06:45,6623,131,1590671343.12916
13,-107502.0,2020-05-28-16:06:45,6623,131,1590671343.13412
14,-125.67,2020-05-28-16:06:45,6623,131,1590671343.13879
15,-110.42,2020-05-28-16:06:45,6623,131,1590671343.1432
16,-121.643,2020-05-28-16:06:45,6623,131,1590671343.14758
17,-0.000136719,2020-05-28-16:06:45,6623,131,1590671343.15301
18,-5.85938e-05,2020-05-28-16:06:45,6623,131,1590671343.15759
19,-1.95313e-05,2020-05-28-16:06:45,6623,131,1590671343.16499
20,0.000175781,2020-05-28-16:06:45,6623,131,1590671343.17223
9,1.56156e-39,2020-05-28-16:06:45,6623,132,1590671344.17876
10,1.56228e-39,2020-05-28-16:06:45,6623,132,1590671344.1839
11,1.563e-39,2020-05-28-16:06:45,6623,132,1590671344.18623
12,1.56371e-39,2020-05-28-16:06:45,6623,132,1590671344.18845
13,-107501.0,2020-05-28-16:06:45,6623,132,1590671344.19101
14,-125.659,2020-05-28-16:06:45,6623,132,1590671344.1933
15,-110.425,2020-05-28-16:06:45,6623,132,1590671344.19555
16,-121.641,2020-05-28-16:06:45,6623,132,1590671344.19776
17,-3.41797e-05,2020-05-28-16:06:45,6623,132,1590671344.20068
18,0.00015625,2020-05-28-16:06:45,6623,132,1590671344.2031
19,4.88281e-05,2020-05-28-16:06:45,6623,132,1590671344.20556
20,-7.8125e-05,2020-05-28-16:06:45,6623,132,1590671344.20796
9,1.56156e-39,2020-05-28-16:06:45,6623,133,1590671345.21251
10,1.56228e-39,2020-05-28-16:06:45,6623,133,1590671345.22675
11,1.563e-39,2020-05-28-16:06:45,6623,133,1590671345.22918
12,1.56371e-39,2020-05-28-16:06:45,6623,133,1590671345.2316
13,-107501.0,2020-05-28-16:06:45,6623,133,1590671345.23413
14,-125.661,2020-05-28-16:06:45,6623,133,1590671345.23661
15,-110.429,2020-05-28-16:06:45,6623,133,1590671345.23896
16,-121.642,2020-05-28-16:06:45,6623,133,1590671345.24132
17,-0.000126953,2020-05-28-16:06:45,6623,133,1590671345.24442
18,-2.44141e-05,2020-05-28-16:06:45,6623,133,1590671345.24685
19,0.000131836,2020-05-28-16:06:45,6623,133,1590671345.24924
20,-3.41797e-05,2020-05-28-16:06:45,6623,133,1590671345.25148
9,1.56156e-39,2020-05-28-16:06:45,6623,134,1590671346.25611
10,1.56228e-39,2020-05-28-16:06:45,6623,134,1590671346.27258
11,1.563e-39,2020-05-28-16:06:45,6623,134,1590671346.27714
12,1.56371e-39,2020-05-28-16:06:45,6623,134,1590671346.28157
13,-107499.0,2020-05-28-16:06:45,6623,134,1590671346.28648
14,-125.66,2020-05-28-16:06:45,6623,134,1590671346.29041
15,-110.424,2020-05-28-16:06:45,6623,134,1590671346.29451
16,-121.644,2020-05-28-16:06:45,6623,134,1590671346.29897
17,-0.000136719,2020-05-28-16:06:45,6623,134,1590671346.30441
18,-1.46484e-05,2020-05-28-16:06:45,6623,134,1590671346.30895
19,9.76563e-05,2020-05-28-16:06:45,6623,134,1590671346.3135
20,3.41797e-05,2020-05-28-16:06:45,6623,134,1590671346.31772
9,1.56156e-39,2020-05-28-16:06:45,6623,135,1590671347.32415
10,1.56228e-39,2020-05-28-16:06:45,6623,135,1590671347.34066
11,1.563e-39,2020-05-28-16:06:45,6623,135,1590671347.34531
12,1.56371e-39,2020-05-28-16:06:45,6623,135,1590671347.34982
13,-107500.0,2020-05-28-16:06:45,6623,135,1590671347.35494
14,-125.659,2020-05-28-16:06:45,6623,135,1590671347.35957
15,-110.43,2020-05-28-16:06:45,6623,135,1590671347.36378
16,-121.638,2020-05-28-16:06:45,6623,135,1590671347.36786
17,-0.000209961,2020-05-28-16:06:45,6623,135,1590671347.37277
18,9.76563e-05,2020-05-28-16:06:45,6623,135,1590671347.37695
19,0.000117188,2020-05-28-16:06:45,6623,135,1590671347.38098
20,-4.88281e-06,2020-05-28-16:06:45,6623,135,1590671347.38498
9,1.56156e-39,2020-05-28-16:06:45,6623,136,1590671348.39139
10,1.56228e-39,2020-05-28-16:06:45,6623,136,1590671348.40797
11,1.563e-39,2020-05-28-16:06:45,6623,136,1590671348.41263
12,1.56371e-39,2020-05-28-16:06:45,6623,136,1590671348.41729
13,-107500.0,2020-05-28-16:06:45,6623,136,1590671348.42226
14,-125.656,2020-05-28-16:06:45,6623,136,1590671348.4264
15,-110.428,2020-05-28-16:06:45,6623,136,1590671348.43033
16,-121.644,2020-05-28-16:06:45,6623,136,1590671348.43416
17,-3.41797e-05,2020-05-28-16:06:45,6623,136,1590671348.4389
18,6.34766e-05,2020-05-28-16:06:45,6623,136,1590671348.44343
19,0.000244141,2020-05-28-16:06:45,6623,136,1590671348.44767
20,0.000126953,2020-05-28-16:06:45,6623,136,1590671348.452
9,1.56156e-39,2020-05-28-16:06:45,6623,137,1590671349.45905
10,1.56228e-39,2020-05-28-16:06:45,6623,137,1590671349.47228
11,1.563e-39,2020-05-28-16:06:45,6623,137,1590671349.47678
12,1.56371e-39,2020-05-28-16:06:45,6623,137,1590671349.48135
13,-107502.0,2020-05-28-16:06:45,6623,137,1590671349.48633
14,-125.662,2020-05-28-16:06:45,6623,137,1590671349.49077
15,-110.431,2020-05-28-16:06:45,6623,137,1590671349.49487
16,-121.643,2020-05-28-16:06:45,6623,137,1590671349.49884
17,0.000214844,2020-05-28-16:06:45,6623,137,1590671349.50359
18,3.90625e-05,2020-05-28-16:06:45,6623,137,1590671349.50773
19,0.000112305,2020-05-28-16:06:45,6623,137,1590671349.51169
20,0.000131836,2020-05-28-16:06:45,6623,137,1590671349.51555
9,1.56156e-39,2020-05-28-16:06:45,6623,138,1590671350.52248
10,1.56228e-39,2020-05-28-16:06:45,6623,138,1590671350.53902
11,1.563e-39,2020-05-28-16:06:45,6623,138,1590671350.54343
12,1.56371e-39,2020-05-28-16:06:45,6623,138,1590671350.54796
13,-107504.0,2020-05-28-16:06:45,6623,138,1590671350.55297
14,-125.661,2020-05-28-16:06:45,6623,138,1590671350.55746
15,-110.426,2020-05-28-16:06:45,6623,138,1590671350.5617
16,-121.646,2020-05-28-16:06:45,6623,138,1590671350.56608
17,-3.41797e-05,2020-05-28-16:06:45,6623,138,1590671350.57137
18,8.30078e-05,2020-05-28-16:06:45,6623,138,1590671350.57612
19,-8.30078e-05,2020-05-28-16:06:45,6623,138,1590671350.58062
20,3.41797e-05,2020-05-28-16:06:45,6623,138,1590671350.58515
9,1.56156e-39,2020-05-28-16:06:45,6623,139,1590671351.59167
10,1.56228e-39,2020-05-28-16:06:45,6623,139,1590671351.60922
11,1.563e-39,2020-05-28-16:06:45,6623,139,1590671351.61507
12,1.56371e-39,2020-05-28-16:06:45,6623,139,1590671351.61773
13,-107502.0,2020-05-28-16:06:45,6623,139,1590671351.62048
14,-125.66,2020-05-28-16:06:45,6623,139,1590671351.62317
15,-110.423,2020-05-28-16:06:45,6623,139,1590671351.62569
16,-121.64,2020-05-28-16:06:45,6623,139,1590671351.62813
17,-0.0003125,2020-05-28-16:06:45,6623,139,1590671351.63137
18,0.00019043,2020-05-28-16:06:45,6623,139,1590671351.63381
19,9.27735e-05,2020-05-28-16:06:45,6623,139,1590671351.63608
20,0.000107422,2020-05-28-16:06:45,6623,139,1590671351.63833
9,1.56156e-39,2020-05-28-16:06:45,6623,140,1590671352.64254
10,1.56228e-39,2020-05-28-16:06:45,6623,140,1590671352.6478
11,1.563e-39,2020-05-28-16:06:45,6623,140,1590671352.65032
12,1.56371e-39,2020-05-28-16:06:45,6623,140,1590671352.65278
13,-107501.0,2020-05-28-16:06:45,6623,140,1590671352.65567
14,-125.659,2020-05-28-16:06:45,6623,140,1590671352.66148
15,-110.426,2020-05-28-16:06:45,6623,140,1590671352.66401
16,-121.643,2020-05-28-16:06:45,6623,140,1590671352.66633
17,-0.000180664,2020-05-28-16:06:45,6623,140,1590671352.66965
18,5.37109e-05,2020-05-28-16:06:45,6623,140,1590671352.67179
19,5.85938e-05,2020-05-28-16:06:45,6623,140,1590671352.67389
20,7.32422e-05,2020-05-28-16:06:45,6623,140,1590671352.67593
9,1.56156e-39,2020-05-28-16:06:45,6623,141,1590671353.68009
10,1.56228e-39,2020-05-28-16:06:45,6623,141,1590671353.69505
11,1.563e-39,2020-05-28-16:06:45,6623,141,1590671353.69787
12,1.56371e-39,2020-05-28-16:06:45,6623,141,1590671353.70017
13,-107502.0,2020-05-28-16:06:45,6623,141,1590671353.70305
14,-125.659,2020-05-28-16:06:45,6623,141,1590671353.70548
15,-110.423,2020-05-28-16:06:45,6623,141,1590671353.70765
16,-121.644,2020-05-28-16:06:45,6623,141,1590671353.70985
17,-0.000209961,2020-05-28-16:06:45,6623,141,1590671353.713
18,3.41797e-05,2020-05-28-16:06:45,6623,141,1590671353.71535
19,4.39453e-05,2020-05-28-16:06:45,6623,141,1590671353.71752
20,0.000131836,2020-05-28-16:06:45,6623,141,1590671353.71969
9,1.56156e-39,2020-05-28-16:06:45,6623,142,1590671354.72464
10,1.56228e-39,2020-05-28-16:06:45,6623,142,1590671354.73887
11,1.563e-39,2020-05-28-16:06:45,6623,142,1590671354.74119
12,1.56371e-39,2020-05-28-16:06:45,6623,142,1590671354.74339
13,-107500.0,2020-05-28-16:06:45,6623,142,1590671354.74655
14,-125.664,2020-05-28-16:06:45,6623,142,1590671354.74896
15,-110.426,2020-05-28-16:06:45,6623,142,1590671354.75125
16,-121.647,2020-05-28-16:06:45,6623,142,1590671354.75357
17,-0.00019043,2020-05-28-16:06:45,6623,142,1590671354.75666
18,0.000214844,2020-05-28-16:06:45,6623,142,1590671354.7592
19,9.76563e-06,2020-05-28-16:06:45,6623,142,1590671354.76152
20,-6.34766e-05,2020-05-28-16:06:45,6623,142,1590671354.76389
9,1.56156e-39,2020-05-28-16:06:45,6623,143,1590671355.76817
10,1.56228e-39,2020-05-28-16:06:45,6623,143,1590671355.78242
11,1.563e-39,2020-05-28-16:06:45,6623,143,1590671355.78471
12,1.56371e-39,2020-05-28-16:06:45,6623,143,1590671355.78694
13,-107499.0,2020-05-28-16:06:45,6623,143,1590671355.78952
14,-125.664,2020-05-28-16:06:45,6623,143,1590671355.7919
15,-110.43,2020-05-28-16:06:45,6623,143,1590671355.79434
16,-121.638,2020-05-28-16:06:45,6623,143,1590671355.79662
17,-0.000170898,2020-05-28-16:06:45,6623,143,1590671355.79959
18,-9.27735e-05,2020-05-28-16:06:45,6623,143,1590671355.80212
19,0.000180664,2020-05-28-16:06:45,6623,143,1590671355.80437
20,-3.90625e-05,2020-05-28-16:06:45,6623,143,1590671355.80684
9,1.56156e-39,2020-05-28-16:06:45,6623,144,1590671356.81143
10,1.56228e-39,2020-05-28-16:06:45,6623,144,1590671356.82804
11,1.563e-39,2020-05-28-16:06:45,6623,144,1590671356.83254
12,1.56371e-39,2020-05-28-16:06:45,6623,144,1590671356.83698
13,-107498.0,2020-05-28-16:06:45,6623,144,1590671356.84198
14,-125.667,2020-05-28-16:06:45,6623,144,1590671356.84664
15,-110.429,2020-05-28-16:06:45,6623,144,1590671356.85119
16,-121.644,2020-05-28-16:06:45,6623,144,1590671356.85552
17,-0.00019043,2020-05-28-16:06:45,6623,144,1590671356.86078
18,1.46484e-05,2020-05-28-16:06:45,6623,144,1590671356.86518
19,0.000102539,2020-05-28-16:06:45,6623,144,1590671356.8693
20,-0.000107422,2020-05-28-16:06:45,6623,144,1590671356.87335
9,1.56156e-39,2020-05-28-16:06:45,6623,145,1590671357.87984
10,1.56228e-39,2020-05-28-16:06:45,6623,145,1590671357.89643
11,1.563e-39,2020-05-28-16:06:45,6623,145,1590671357.90104
12,1.56371e-39,2020-05-28-16:06:45,6623,145,1590671357.90564
13,-107502.0,2020-05-28-16:06:45,6623,145,1590671357.9107
14,-125.67,2020-05-28-16:06:45,6623,145,1590671357.91531
15,-110.426,2020-05-28-16:06:45,6623,145,1590671357.91984
16,-121.646,2020-05-28-16:06:45,6623,145,1590671357.92412
17,-0.000136719,2020-05-28-16:06:45,6623,145,1590671357.92927
18,-2.44141e-05,2020-05-28-16:06:45,6623,145,1590671357.9336
19,0.00019043,2020-05-28-16:06:45,6623,145,1590671357.94084
20,0.000107422,2020-05-28-16:06:45,6623,145,1590671357.94799
9,1.56156e-39,2020-05-28-16:06:45,6623,146,1590671358.95474
10,1.56228e-39,2020-05-28-16:06:45,6623,146,1590671358.97134
11,1.563e-39,2020-05-28-16:06:45,6623,146,1590671358.9758
12,1.56371e-39,2020-05-28-16:06:45,6623,146,1590671358.98039
13,-107502.0,2020-05-28-16:06:45,6623,146,1590671358.9854
14,-125.667,2020-05-28-16:06:45,6623,146,1590671358.99001
15,-110.429,2020-05-28-16:06:45,6623,146,1590671358.99464
16,-121.644,2020-05-28-16:06:45,6623,146,1590671358.99925
17,-9.27735e-05,2020-05-28-16:06:45,6623,146,1590671359.00431
18,0.000209961,2020-05-28-16:06:45,6623,146,1590671359.00867
19,0.000180664,2020-05-28-16:06:45,6623,146,1590671359.01272
20,3.41797e-05,2020-05-28-16:06:45,6623,146,1590671359.01676
9,1.56156e-39,2020-05-28-16:06:45,6623,147,1590671360.02319
10,1.56228e-39,2020-05-28-16:06:45,6623,147,1590671360.03056
11,1.563e-39,2020-05-28-16:06:45,6623,147,1590671360.03506
12,1.56371e-39,2020-05-28-16:06:45,6623,147,1590671360.03948
13,-107503.0,2020-05-28-16:06:45,6623,147,1590671360.04451
14,-125.661,2020-05-28-16:06:45,6623,147,1590671360.04906
15,-110.422,2020-05-28-16:06:45,6623,147,1590671360.05351
16,-121.644,2020-05-28-16:06:45,6623,147,1590671360.0613
17,-0.000141602,2020-05-28-16:06:45,6623,147,1590671360.06666
18,-5.37109e-05,2020-05-28-16:06:45,6623,147,1590671360.07136
19,0.000258789,2020-05-28-16:06:45,6623,147,1590671360.07558
20,-0.000131836,2020-05-28-16:06:45,6623,147,1590671360.08017
9,1.56156e-39,2020-05-28-16:06:45,6623,148,1590671361.0871
10,1.56228e-39,2020-05-28-16:06:45,6623,148,1590671361.10335
11,1.563e-39,2020-05-28-16:06:45,6623,148,1590671361.10724
12,1.56371e-39,2020-05-28-16:06:45,6623,148,1590671361.11061
13,-107503.0,2020-05-28-16:06:45,6623,148,1590671361.11463
14,-125.668,2020-05-28-16:06:45,6623,148,1590671361.1176
15,-110.423,2020-05-28-16:06:45,6623,148,1590671361.12035
16,-121.642,2020-05-28-16:06:45,6623,148,1590671361.12302
17,-0.00015625,2020-05-28-16:06:45,6623,148,1590671361.12632
18,0.000117188,2020-05-28-16:06:45,6623,148,1590671361.12885
19,2.44141e-05,2020-05-28-16:06:45,6623,148,1590671361.1313
20,-5.85938e-05,2020-05-28-16:06:45,6623,148,1590671361.13372
9,1.56156e-39,2020-05-28-16:06:45,6623,149,1590671362.13746
10,1.56228e-39,2020-05-28-16:06:45,6623,149,1590671362.15234
11,1.563e-39,2020-05-28-16:06:45,6623,149,1590671362.15505
12,1.56371e-39,2020-05-28-16:06:45,6623,149,1590671362.15751
13,-107501.0,2020-05-28-16:06:45,6623,149,1590671362.16029
14,-125.671,2020-05-28-16:06:45,6623,149,1590671362.16269
15,-110.425,2020-05-28-16:06:45,6623,149,1590671362.16487
16,-121.641,2020-05-28-16:06:45,6623,149,1590671362.16695
17,-0.000297852,2020-05-28-16:06:45,6623,149,1590671362.16964
18,1.46484e-05,2020-05-28-16:06:45,6623,149,1590671362.17177
19,0.000107422,2020-05-28-16:06:45,6623,149,1590671362.17385
20,0.000195313,2020-05-28-16:06:45,6623,149,1590671362.1759
9,1.56156e-39,2020-05-28-16:06:45,6623,150,1590671363.18016
10,1.56228e-39,2020-05-28-16:06:45,6623,150,1590671363.1952
11,1.563e-39,2020-05-28-16:06:45,6623,150,1590671363.1978
12,1.56371e-39,2020-05-28-16:06:45,6623,150,1590671363.20007
13,-107504.0,2020-05-28-16:06:45,6623,150,1590671363.20274
14,-125.661,2020-05-28-16:06:45,6623,150,1590671363.20496
15,-110.426,2020-05-28-16:06:45,6623,150,1590671363.20711
16,-121.642,2020-05-28-16:06:45,6623,150,1590671363.21256
17,-0.000273438,2020-05-28-16:06:45,6623,150,1590671363.2156
18,-5.37109e-05,2020-05-28-16:06:45,6623,150,1590671363.21792
19,0.000102539,2020-05-28-16:06:45,6623,150,1590671363.22009
20,0.000141602,2020-05-28-16:06:45,6623,150,1590671363.2223
9,1.56156e-39,2020-05-28-16:06:45,6623,151,1590671364.22673
10,1.56228e-39,2020-05-28-16:06:45,6623,151,1590671364.23189
11,1.563e-39,2020-05-28-16:06:45,6623,151,1590671364.23433
12,1.56371e-39,2020-05-28-16:06:45,6623,151,1590671364.23675
13,-107500.0,2020-05-28-16:06:45,6623,151,1590671364.23967
14,-125.661,2020-05-28-16:06:45,6623,151,1590671364.24203
15,-110.429,2020-05-28-16:06:45,6623,151,1590671364.2444
16,-121.643,2020-05-28-16:06:45,6623,151,1590671364.24651
17,-8.78906e-05,2020-05-28-16:06:45,6623,151,1590671364.24983
18,-6.34766e-05,2020-05-28-16:06:45,6623,151,1590671364.25231
19,6.34766e-05,2020-05-28-16:06:45,6623,151,1590671364.25486
20,5.85938e-05,2020-05-28-16:06:45,6623,151,1590671364.25718
9,1.56156e-39,2020-05-28-16:06:45,6623,152,1590671365.26162
10,1.56228e-39,2020-05-28-16:06:45,6623,152,1590671365.27627
11,1.563e-39,2020-05-28-16:06:45,6623,152,1590671365.27854
12,1.56371e-39,2020-05-28-16:06:45,6623,152,1590671365.28074
13,-107499.0,2020-05-28-16:06:45,6623,152,1590671365.28346
14,-125.663,2020-05-28-16:06:45,6623,152,1590671365.28606
15,-110.423,2020-05-28-16:06:45,6623,152,1590671365.28835
16,-121.642,2020-05-28-16:06:45,6623,152,1590671365.29065
17,-0.000161133,2020-05-28-16:06:45,6623,152,1590671365.29387
18,-5.37109e-05,2020-05-28-16:06:45,6623,152,1590671365.29666
19,0.000273438,2020-05-28-16:06:45,6623,152,1590671365.29915
20,5.85938e-05,2020-05-28-16:06:45,6623,152,1590671365.30156
